"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"21.02.2020 22:00 - 21.02.2020 22:15","11203","13237"
"21.02.2020 22:15 - 21.02.2020 22:30","11000","13040"
"21.02.2020 22:30 - 21.02.2020 22:45","10783","12879"
"21.02.2020 22:45 - 21.02.2020 23:00","10595","12692"
"21.02.2020 23:00 - 21.02.2020 23:15","10479","12532"
"21.02.2020 23:15 - 21.02.2020 23:30","10365","12317"
"21.02.2020 23:30 - 21.02.2020 23:45","10213","12183"
"21.02.2020 23:45 - 22.02.2020 00:00","10066","12017"
"22.02.2020 00:00 - 22.02.2020 00:15","9369","11927"
"22.02.2020 00:15 - 22.02.2020 00:30","9403","11810"
"22.02.2020 00:30 - 22.02.2020 00:45","9354","11692"
"22.02.2020 00:45 - 22.02.2020 01:00","9243","11590"
"22.02.2020 01:00 - 22.02.2020 01:15","9126","11463"
"22.02.2020 01:15 - 22.02.2020 01:30","9052","11359"
"22.02.2020 01:30 - 22.02.2020 01:45","8998","11253"
"22.02.2020 01:45 - 22.02.2020 02:00","8909","11156"
"22.02.2020 02:00 - 22.02.2020 02:15","8842","11087"
"22.02.2020 02:15 - 22.02.2020 02:30","8777","11061"
"22.02.2020 02:30 - 22.02.2020 02:45","8685","11020"
"22.02.2020 02:45 - 22.02.2020 03:00","8608","10961"
"22.02.2020 03:00 - 22.02.2020 03:15","8597","10925"
"22.02.2020 03:15 - 22.02.2020 03:30","8616","10910"
"22.02.2020 03:30 - 22.02.2020 03:45","8586","10883"
"22.02.2020 03:45 - 22.02.2020 04:00","8563","10849"
"22.02.2020 04:00 - 22.02.2020 04:15","8577","10873"
"22.02.2020 04:15 - 22.02.2020 04:30","8585","10830"
"22.02.2020 04:30 - 22.02.2020 04:45","8593","10820"
"22.02.2020 04:45 - 22.02.2020 05:00","8603","10862"
"22.02.2020 05:00 - 22.02.2020 05:15","8610","10900"
"22.02.2020 05:15 - 22.02.2020 05:30","8646","10892"
"22.02.2020 05:30 - 22.02.2020 05:45","8691","10959"
"22.02.2020 05:45 - 22.02.2020 06:00","8764","11044"
"22.02.2020 06:00 - 22.02.2020 06:15","8871","11242"
"22.02.2020 06:15 - 22.02.2020 06:30","9027","11416"
"22.02.2020 06:30 - 22.02.2020 06:45","9162","11588"
"22.02.2020 06:45 - 22.02.2020 07:00","9290","11730"
"22.02.2020 07:00 - 22.02.2020 07:15","9439","12001"
"22.02.2020 07:15 - 22.02.2020 07:30","9621","12188"
"22.02.2020 07:30 - 22.02.2020 07:45","9780","12293"
"22.02.2020 07:45 - 22.02.2020 08:00","9942","12417"
"22.02.2020 08:00 - 22.02.2020 08:15","10124","12690"
"22.02.2020 08:15 - 22.02.2020 08:30","10309","12930"
"22.02.2020 08:30 - 22.02.2020 08:45","10480","13159"
"22.02.2020 08:45 - 22.02.2020 09:00","10650","13343"
"22.02.2020 09:00 - 22.02.2020 09:15","10817","13533"
"22.02.2020 09:15 - 22.02.2020 09:30","10935","13701"
"22.02.2020 09:30 - 22.02.2020 09:45","11025","13876"
"22.02.2020 09:45 - 22.02.2020 10:00","11085","13991"
"22.02.2020 10:00 - 22.02.2020 10:15","11072","14026"
"22.02.2020 10:15 - 22.02.2020 10:30","10995","14050"
"22.02.2020 10:30 - 22.02.2020 10:45","10939","14113"
"22.02.2020 10:45 - 22.02.2020 11:00","10919","14161"
"22.02.2020 11:00 - 22.02.2020 11:15","10852","14204"
"22.02.2020 11:15 - 22.02.2020 11:30","10732","14179"
"22.02.2020 11:30 - 22.02.2020 11:45","10615","14171"
"22.02.2020 11:45 - 22.02.2020 12:00","10568","14156"
"22.02.2020 12:00 - 22.02.2020 12:15","10551","14106"
"22.02.2020 12:15 - 22.02.2020 12:30","10488","14059"
"22.02.2020 12:30 - 22.02.2020 12:45","10397","13967"
"22.02.2020 12:45 - 22.02.2020 13:00","10300","13883"
"22.02.2020 13:00 - 22.02.2020 13:15","10266","13828"
"22.02.2020 13:15 - 22.02.2020 13:30","10226","13756"
"22.02.2020 13:30 - 22.02.2020 13:45","10183","13734"
"22.02.2020 13:45 - 22.02.2020 14:00","10176","13705"
"22.02.2020 14:00 - 22.02.2020 14:15","10185","13607"
"22.02.2020 14:15 - 22.02.2020 14:30","10214","13543"
"22.02.2020 14:30 - 22.02.2020 14:45","10258","13443"
"22.02.2020 14:45 - 22.02.2020 15:00","10286","13378"
"22.02.2020 15:00 - 22.02.2020 15:15","10320","13366"
"22.02.2020 15:15 - 22.02.2020 15:30","10371","13374"
"22.02.2020 15:30 - 22.02.2020 15:45","10403","13426"
"22.02.2020 15:45 - 22.02.2020 16:00","10469","13499"
"22.02.2020 16:00 - 22.02.2020 16:15","10568","13613"
"22.02.2020 16:15 - 22.02.2020 16:30","10640","13727"
"22.02.2020 16:30 - 22.02.2020 16:45","10753","13822"
"22.02.2020 16:45 - 22.02.2020 17:00","10867","13991"
"22.02.2020 17:00 - 22.02.2020 17:15","10927","14019"
"22.02.2020 17:15 - 22.02.2020 17:30","10890","14183"
"22.02.2020 17:30 - 22.02.2020 17:45","11079","14337"
"22.02.2020 17:45 - 22.02.2020 18:00","11237","14450"
"22.02.2020 18:00 - 22.02.2020 18:15","11214","14382"
"22.02.2020 18:15 - 22.02.2020 18:30","10980","14398"
"22.02.2020 18:30 - 22.02.2020 18:45","10883","14350"
"22.02.2020 18:45 - 22.02.2020 19:00","10822","14271"
"22.02.2020 19:00 - 22.02.2020 19:15","10732","14165"
"22.02.2020 19:15 - 22.02.2020 19:30","10615","14066"
"22.02.2020 19:30 - 22.02.2020 19:45","10542","13925"
"22.02.2020 19:45 - 22.02.2020 20:00","10474","13857"
"22.02.2020 20:00 - 22.02.2020 20:15","10406","13695"
"22.02.2020 20:15 - 22.02.2020 20:30","10334","13488"
"22.02.2020 20:30 - 22.02.2020 20:45","10206","13303"
"22.02.2020 20:45 - 22.02.2020 21:00","10066","13159"
"22.02.2020 21:00 - 22.02.2020 21:15","9937","12953"
"22.02.2020 21:15 - 22.02.2020 21:30","9843","12821"
"22.02.2020 21:30 - 22.02.2020 21:45","9697","12744"
"22.02.2020 21:45 - 22.02.2020 22:00","9543","12631"
"22.02.2020 22:00 - 22.02.2020 22:15","9434","12438"
"22.02.2020 22:15 - 22.02.2020 22:30","9297","12307"
"22.02.2020 22:30 - 22.02.2020 22:45","9182","12193"
"22.02.2020 22:45 - 22.02.2020 23:00","9053","12025"
"22.02.2020 23:00 - 22.02.2020 23:15","8954","11868"
"22.02.2020 23:15 - 22.02.2020 23:30","8889","11732"
"22.02.2020 23:30 - 22.02.2020 23:45","8769","11568"
"22.02.2020 23:45 - 23.02.2020 00:00","8637","11425"
"23.02.2020 00:00 - 23.02.2020 00:15","8578","11309"
"23.02.2020 00:15 - 23.02.2020 00:30","8651","11269"
"23.02.2020 00:30 - 23.02.2020 00:45","8636","11139"
"23.02.2020 00:45 - 23.02.2020 01:00","8550","11082"
"23.02.2020 01:00 - 23.02.2020 01:15","8464","10965"
"23.02.2020 01:15 - 23.02.2020 01:30","8419","10899"
"23.02.2020 01:30 - 23.02.2020 01:45","8367","10857"
"23.02.2020 01:45 - 23.02.2020 02:00","8280","10771"
"23.02.2020 02:00 - 23.02.2020 02:15","8206","10750"
"23.02.2020 02:15 - 23.02.2020 02:30","8128","10701"
"23.02.2020 02:30 - 23.02.2020 02:45","8073","10639"
"23.02.2020 02:45 - 23.02.2020 03:00","8063","10585"
"23.02.2020 03:00 - 23.02.2020 03:15","8035","10570"
"23.02.2020 03:15 - 23.02.2020 03:30","8016","10570"
"23.02.2020 03:30 - 23.02.2020 03:45","8003","10510"
"23.02.2020 03:45 - 23.02.2020 04:00","8005","10484"
"23.02.2020 04:00 - 23.02.2020 04:15","7983","10484"
"23.02.2020 04:15 - 23.02.2020 04:30","7957","10491"
"23.02.2020 04:30 - 23.02.2020 04:45","7935","10527"
"23.02.2020 04:45 - 23.02.2020 05:00","7939","10550"
"23.02.2020 05:00 - 23.02.2020 05:15","7971","10632"
"23.02.2020 05:15 - 23.02.2020 05:30","8016","10653"
"23.02.2020 05:30 - 23.02.2020 05:45","8052","10657"
"23.02.2020 05:45 - 23.02.2020 06:00","8095","10725"
"23.02.2020 06:00 - 23.02.2020 06:15","8139","10800"
"23.02.2020 06:15 - 23.02.2020 06:30","8207","10925"
"23.02.2020 06:30 - 23.02.2020 06:45","8274","10944"
"23.02.2020 06:45 - 23.02.2020 07:00","8358","10988"
"23.02.2020 07:00 - 23.02.2020 07:15","8457","11218"
"23.02.2020 07:15 - 23.02.2020 07:30","8602","11349"
"23.02.2020 07:30 - 23.02.2020 07:45","8710","11468"
"23.02.2020 07:45 - 23.02.2020 08:00","8807","11563"
"23.02.2020 08:00 - 23.02.2020 08:15","8932","11795"
"23.02.2020 08:15 - 23.02.2020 08:30","9066","12002"
"23.02.2020 08:30 - 23.02.2020 08:45","9212","12207"
"23.02.2020 08:45 - 23.02.2020 09:00","9353","12417"
"23.02.2020 09:00 - 23.02.2020 09:15","9473","12644"
"23.02.2020 09:15 - 23.02.2020 09:30","9547","12820"
"23.02.2020 09:30 - 23.02.2020 09:45","9627","12944"
"23.02.2020 09:45 - 23.02.2020 10:00","9722","13115"
"23.02.2020 10:00 - 23.02.2020 10:15","9842","13283"
"23.02.2020 10:15 - 23.02.2020 10:30","9944","13394"
"23.02.2020 10:30 - 23.02.2020 10:45","9994","13456"
"23.02.2020 10:45 - 23.02.2020 11:00","10013","13489"
"23.02.2020 11:00 - 23.02.2020 11:15","10065","13584"
"23.02.2020 11:15 - 23.02.2020 11:30","10105","13652"
"23.02.2020 11:30 - 23.02.2020 11:45","10124","13698"
"23.02.2020 11:45 - 23.02.2020 12:00","10235","13777"
"23.02.2020 12:00 - 23.02.2020 12:15","10267","13813"
"23.02.2020 12:15 - 23.02.2020 12:30","10270","13776"
"23.02.2020 12:30 - 23.02.2020 12:45","10243","13788"
"23.02.2020 12:45 - 23.02.2020 13:00","10173","13756"
"23.02.2020 13:00 - 23.02.2020 13:15","10152","13694"
"23.02.2020 13:15 - 23.02.2020 13:30","10183","13605"
"23.02.2020 13:30 - 23.02.2020 13:45","10189","13537"
"23.02.2020 13:45 - 23.02.2020 14:00","10197","13441"
"23.02.2020 14:00 - 23.02.2020 14:15","10213","13403"
"23.02.2020 14:15 - 23.02.2020 14:30","10210","13315"
"23.02.2020 14:30 - 23.02.2020 14:45","10245","13331"
"23.02.2020 14:45 - 23.02.2020 15:00","10280","13297"
"23.02.2020 15:00 - 23.02.2020 15:15","10300","13265"
"23.02.2020 15:15 - 23.02.2020 15:30","10314","13310"
"23.02.2020 15:30 - 23.02.2020 15:45","10329","13320"
"23.02.2020 15:45 - 23.02.2020 16:00","10345","13293"
"23.02.2020 16:00 - 23.02.2020 16:15","10364","13286"
"23.02.2020 16:15 - 23.02.2020 16:30","10430","13324"
"23.02.2020 16:30 - 23.02.2020 16:45","10527","13466"
"23.02.2020 16:45 - 23.02.2020 17:00","10640","13577"
"23.02.2020 17:00 - 23.02.2020 17:15","10714","13633"
"23.02.2020 17:15 - 23.02.2020 17:30","10749","13750"
"23.02.2020 17:30 - 23.02.2020 17:45","10949","13928"
"23.02.2020 17:45 - 23.02.2020 18:00","11066","14187"
"23.02.2020 18:00 - 23.02.2020 18:15","10993","14164"
"23.02.2020 18:15 - 23.02.2020 18:30","10754","14379"
"23.02.2020 18:30 - 23.02.2020 18:45","10710","14446"
"23.02.2020 18:45 - 23.02.2020 19:00","10679","14435"
"23.02.2020 19:00 - 23.02.2020 19:15","10626","14337"
"23.02.2020 19:15 - 23.02.2020 19:30","10563","14237"
"23.02.2020 19:30 - 23.02.2020 19:45","10473","14168"
"23.02.2020 19:45 - 23.02.2020 20:00","10423","14107"
"23.02.2020 20:00 - 23.02.2020 20:15","10401","13956"
"23.02.2020 20:15 - 23.02.2020 20:30","10336","13837"
"23.02.2020 20:30 - 23.02.2020 20:45","10220","13634"
"23.02.2020 20:45 - 23.02.2020 21:00","10072","13526"
"23.02.2020 21:00 - 23.02.2020 21:15","9943","13317"
"23.02.2020 21:15 - 23.02.2020 21:30","9868","13197"
"23.02.2020 21:30 - 23.02.2020 21:45","9799","13092"
"23.02.2020 21:45 - 23.02.2020 22:00","9694","12934"
"23.02.2020 22:00 - 23.02.2020 22:15","9576","12773"
"23.02.2020 22:15 - 23.02.2020 22:30","9502","12619"
"23.02.2020 22:30 - 23.02.2020 22:45","9393","12466"
"23.02.2020 22:45 - 23.02.2020 23:00","9243","12288"
"23.02.2020 23:00 - 23.02.2020 23:15","9135","12101"
"23.02.2020 23:15 - 23.02.2020 23:30","9062","11891"
"23.02.2020 23:30 - 23.02.2020 23:45","8940","11729"
"23.02.2020 23:45 - 24.02.2020 00:00","8787","11603"
"24.02.2020 00:00 - 24.02.2020 00:15","8715","11507"
"24.02.2020 00:15 - 24.02.2020 00:30","8767","11398"
"24.02.2020 00:30 - 24.02.2020 00:45","8737","11300"
"24.02.2020 00:45 - 24.02.2020 01:00","8621","11235"
"24.02.2020 01:00 - 24.02.2020 01:15","8505","11153"
"24.02.2020 01:15 - 24.02.2020 01:30","8451","11095"
"24.02.2020 01:30 - 24.02.2020 01:45","8404","11019"
"24.02.2020 01:45 - 24.02.2020 02:00","8328","10931"
"24.02.2020 02:00 - 24.02.2020 02:15","8287","10992"
"24.02.2020 02:15 - 24.02.2020 02:30","8253","10966"
"24.02.2020 02:30 - 24.02.2020 02:45","8212","10966"
"24.02.2020 02:45 - 24.02.2020 03:00","8181","10937"
"24.02.2020 03:00 - 24.02.2020 03:15","8163","10943"
"24.02.2020 03:15 - 24.02.2020 03:30","8175","10960"
"24.02.2020 03:30 - 24.02.2020 03:45","8188","10972"
"24.02.2020 03:45 - 24.02.2020 04:00","8204","10954"
"24.02.2020 04:00 - 24.02.2020 04:15","8221","11026"
"24.02.2020 04:15 - 24.02.2020 04:30","8269","11050"
"24.02.2020 04:30 - 24.02.2020 04:45","8308","11097"
"24.02.2020 04:45 - 24.02.2020 05:00","8355","11165"
"24.02.2020 05:00 - 24.02.2020 05:15","8430","11311"
"24.02.2020 05:15 - 24.02.2020 05:30","8591","11371"
"24.02.2020 05:30 - 24.02.2020 05:45","8771","11566"
"24.02.2020 05:45 - 24.02.2020 06:00","8964","11779"
"24.02.2020 06:00 - 24.02.2020 06:15","9238","12223"
"24.02.2020 06:15 - 24.02.2020 06:30","9641","12571"
"24.02.2020 06:30 - 24.02.2020 06:45","10036","12947"
"24.02.2020 06:45 - 24.02.2020 07:00","10398","13335"
"24.02.2020 07:00 - 24.02.2020 07:15","10752","13893"
"24.02.2020 07:15 - 24.02.2020 07:30","11156","14302"
"24.02.2020 07:30 - 24.02.2020 07:45","11522","14548"
"24.02.2020 07:45 - 24.02.2020 08:00","11872","14871"
"24.02.2020 08:00 - 24.02.2020 08:15","12121","15174"
"24.02.2020 08:15 - 24.02.2020 08:30","12281","15401"
"24.02.2020 08:30 - 24.02.2020 08:45","12373","15600"
"24.02.2020 08:45 - 24.02.2020 09:00","12456","15728"
"24.02.2020 09:00 - 24.02.2020 09:15","12486","15752"
"24.02.2020 09:15 - 24.02.2020 09:30","12438","15850"
"24.02.2020 09:30 - 24.02.2020 09:45","12365","15843"
"24.02.2020 09:45 - 24.02.2020 10:00","12269","15922"
"24.02.2020 10:00 - 24.02.2020 10:15","12194","15942"
"24.02.2020 10:15 - 24.02.2020 10:30","12060","15964"
"24.02.2020 10:30 - 24.02.2020 10:45","11943","15979"
"24.02.2020 10:45 - 24.02.2020 11:00","11856","16066"
"24.02.2020 11:00 - 24.02.2020 11:15","11747","16049"
"24.02.2020 11:15 - 24.02.2020 11:30","11598","16004"
"24.02.2020 11:30 - 24.02.2020 11:45","11488","16081"
"24.02.2020 11:45 - 24.02.2020 12:00","11445","16147"
"24.02.2020 12:00 - 24.02.2020 12:15","11455","16149"
"24.02.2020 12:15 - 24.02.2020 12:30","11456","15997"
"24.02.2020 12:30 - 24.02.2020 12:45","11427","15987"
"24.02.2020 12:45 - 24.02.2020 13:00","11390","15957"
"24.02.2020 13:00 - 24.02.2020 13:15","11365","15979"
"24.02.2020 13:15 - 24.02.2020 13:30","11364","15957"
"24.02.2020 13:30 - 24.02.2020 13:45","11364","15951"
"24.02.2020 13:45 - 24.02.2020 14:00","11310","15963"
"24.02.2020 14:00 - 24.02.2020 14:15","11256","15889"
"24.02.2020 14:15 - 24.02.2020 14:30","11185","15900"
"24.02.2020 14:30 - 24.02.2020 14:45","11197","15962"
"24.02.2020 14:45 - 24.02.2020 15:00","11271","15963"
"24.02.2020 15:00 - 24.02.2020 15:15","11388","15936"
"24.02.2020 15:15 - 24.02.2020 15:30","11530","15953"
"24.02.2020 15:30 - 24.02.2020 15:45","11744","15970"
"24.02.2020 15:45 - 24.02.2020 16:00","11986","15971"
"24.02.2020 16:00 - 24.02.2020 16:15","12133","15962"
"24.02.2020 16:15 - 24.02.2020 16:30","12254","15962"
"24.02.2020 16:30 - 24.02.2020 16:45","12419","16005"
"24.02.2020 16:45 - 24.02.2020 17:00","12565","16126"
"24.02.2020 17:00 - 24.02.2020 17:15","12682","16129"
"24.02.2020 17:15 - 24.02.2020 17:30","12744","16187"
"24.02.2020 17:30 - 24.02.2020 17:45","12857","16231"
"24.02.2020 17:45 - 24.02.2020 18:00","12955","16207"
"24.02.2020 18:00 - 24.02.2020 18:15","12951","15918"
"24.02.2020 18:15 - 24.02.2020 18:30","12592","15948"
"24.02.2020 18:30 - 24.02.2020 18:45","12491","15889"
"24.02.2020 18:45 - 24.02.2020 19:00","12470","15896"
"24.02.2020 19:00 - 24.02.2020 19:15","12325","15697"
"24.02.2020 19:15 - 24.02.2020 19:30","12123","15565"
"24.02.2020 19:30 - 24.02.2020 19:45","12162","15439"
"24.02.2020 19:45 - 24.02.2020 20:00","12062","15328"
"24.02.2020 20:00 - 24.02.2020 20:15","11999","15079"
"24.02.2020 20:15 - 24.02.2020 20:30","11884","14827"
"24.02.2020 20:30 - 24.02.2020 20:45","11709","14634"
"24.02.2020 20:45 - 24.02.2020 21:00","11545","14472"
"24.02.2020 21:00 - 24.02.2020 21:15","11464","14210"
"24.02.2020 21:15 - 24.02.2020 21:30","11392","14095"
"24.02.2020 21:30 - 24.02.2020 21:45","11189","13906"
"24.02.2020 21:45 - 24.02.2020 22:00","11017","13716"
"24.02.2020 22:00 - 24.02.2020 22:15","10872","13459"
"24.02.2020 22:15 - 24.02.2020 22:30","10704","13180"
"24.02.2020 22:30 - 24.02.2020 22:45","10474","12984"
"24.02.2020 22:45 - 24.02.2020 23:00","10240","12762"
"24.02.2020 23:00 - 24.02.2020 23:15","10064","12610"
"24.02.2020 23:15 - 24.02.2020 23:30","9955","12393"
"24.02.2020 23:30 - 24.02.2020 23:45","9758","12180"
"24.02.2020 23:45 - 25.02.2020 00:00","9555","12035"
"25.02.2020 00:00 - 25.02.2020 00:15","9397","11846"
"25.02.2020 00:15 - 25.02.2020 00:30","9387","11795"
"25.02.2020 00:30 - 25.02.2020 00:45","9341","11705"
"25.02.2020 00:45 - 25.02.2020 01:00","9242","11622"
"25.02.2020 01:00 - 25.02.2020 01:15","9121","11521"
"25.02.2020 01:15 - 25.02.2020 01:30","9022","11400"
"25.02.2020 01:30 - 25.02.2020 01:45","8952","11310"
"25.02.2020 01:45 - 25.02.2020 02:00","8892","11255"
"25.02.2020 02:00 - 25.02.2020 02:15","8840","11268"
"25.02.2020 02:15 - 25.02.2020 02:30","8787","11213"
"25.02.2020 02:30 - 25.02.2020 02:45","8758","11157"
"25.02.2020 02:45 - 25.02.2020 03:00","8728","11097"
"25.02.2020 03:00 - 25.02.2020 03:15","8717","11078"
"25.02.2020 03:15 - 25.02.2020 03:30","8709","11099"
"25.02.2020 03:30 - 25.02.2020 03:45","8661","11054"
"25.02.2020 03:45 - 25.02.2020 04:00","8628","11090"
"25.02.2020 04:00 - 25.02.2020 04:15","8635","11100"
"25.02.2020 04:15 - 25.02.2020 04:30","8668","11093"
"25.02.2020 04:30 - 25.02.2020 04:45","8693","11144"
"25.02.2020 04:45 - 25.02.2020 05:00","8728","11165"
"25.02.2020 05:00 - 25.02.2020 05:15","8789","11355"
"25.02.2020 05:15 - 25.02.2020 05:30","8921","11441"
"25.02.2020 05:30 - 25.02.2020 05:45","9083","11669"
"25.02.2020 05:45 - 25.02.2020 06:00","9272","11821"
"25.02.2020 06:00 - 25.02.2020 06:15","9510","12289"
"25.02.2020 06:15 - 25.02.2020 06:30","9887","12678"
"25.02.2020 06:30 - 25.02.2020 06:45","10283","12996"
"25.02.2020 06:45 - 25.02.2020 07:00","10602","13378"
"25.02.2020 07:00 - 25.02.2020 07:15","10961","13901"
"25.02.2020 07:15 - 25.02.2020 07:30","11448","14319"
"25.02.2020 07:30 - 25.02.2020 07:45","11877","14601"
"25.02.2020 07:45 - 25.02.2020 08:00","12184","14817"
"25.02.2020 08:00 - 25.02.2020 08:15","12392","14998"
"25.02.2020 08:15 - 25.02.2020 08:30","12537","15113"
"25.02.2020 08:30 - 25.02.2020 08:45","12627","15156"
"25.02.2020 08:45 - 25.02.2020 09:00","12728","15171"
"25.02.2020 09:00 - 25.02.2020 09:15","12783","15074"
"25.02.2020 09:15 - 25.02.2020 09:30","12758","14923"
"25.02.2020 09:30 - 25.02.2020 09:45","12672","14772"
"25.02.2020 09:45 - 25.02.2020 10:00","12542","14612"
"25.02.2020 10:00 - 25.02.2020 10:15","12411","14478"
"25.02.2020 10:15 - 25.02.2020 10:30","12254","14350"
"25.02.2020 10:30 - 25.02.2020 10:45","12105","14246"
"25.02.2020 10:45 - 25.02.2020 11:00","12042","14189"
"25.02.2020 11:00 - 25.02.2020 11:15","11988","14106"
"25.02.2020 11:15 - 25.02.2020 11:30","11949","13977"
"25.02.2020 11:30 - 25.02.2020 11:45","11914","13919"
"25.02.2020 11:45 - 25.02.2020 12:00","11865","13884"
"25.02.2020 12:00 - 25.02.2020 12:15","11796","13790"
"25.02.2020 12:15 - 25.02.2020 12:30","11746","13815"
"25.02.2020 12:30 - 25.02.2020 12:45","11638","13855"
"25.02.2020 12:45 - 25.02.2020 13:00","11609","13876"
"25.02.2020 13:00 - 25.02.2020 13:15","11661","13899"
"25.02.2020 13:15 - 25.02.2020 13:30","11737","13950"
"25.02.2020 13:30 - 25.02.2020 13:45","11732","13875"
"25.02.2020 13:45 - 25.02.2020 14:00","11706","13897"
"25.02.2020 14:00 - 25.02.2020 14:15","11715","13918"
"25.02.2020 14:15 - 25.02.2020 14:30","11698","13888"
"25.02.2020 14:30 - 25.02.2020 14:45","11705","13919"
"25.02.2020 14:45 - 25.02.2020 15:00","11767","14048"
"25.02.2020 15:00 - 25.02.2020 15:15","11860","14172"
"25.02.2020 15:15 - 25.02.2020 15:30","11966","14386"
"25.02.2020 15:30 - 25.02.2020 15:45","12099","14576"
"25.02.2020 15:45 - 25.02.2020 16:00","12246","14777"
"25.02.2020 16:00 - 25.02.2020 16:15","12357","14982"
"25.02.2020 16:15 - 25.02.2020 16:30","12427","15151"
"25.02.2020 16:30 - 25.02.2020 16:45","12534","15317"
"25.02.2020 16:45 - 25.02.2020 17:00","12673","15489"
"25.02.2020 17:00 - 25.02.2020 17:15","12760","15594"
"25.02.2020 17:15 - 25.02.2020 17:30","12745","15756"
"25.02.2020 17:30 - 25.02.2020 17:45","12875","15932"
"25.02.2020 17:45 - 25.02.2020 18:00","12933","15945"
"25.02.2020 18:00 - 25.02.2020 18:15","12824","15740"
"25.02.2020 18:15 - 25.02.2020 18:30","12540","15830"
"25.02.2020 18:30 - 25.02.2020 18:45","12484","15932"
"25.02.2020 18:45 - 25.02.2020 19:00","12399","15882"
"25.02.2020 19:00 - 25.02.2020 19:15","12314","15785"
"25.02.2020 19:15 - 25.02.2020 19:30","12304","15611"
"25.02.2020 19:30 - 25.02.2020 19:45","12209","15519"
"25.02.2020 19:45 - 25.02.2020 20:00","12100","15443"
"25.02.2020 20:00 - 25.02.2020 20:15","11965","15181"
"25.02.2020 20:15 - 25.02.2020 20:30","11796","14961"
"25.02.2020 20:30 - 25.02.2020 20:45","11616","14805"
"25.02.2020 20:45 - 25.02.2020 21:00","11412","14656"
"25.02.2020 21:00 - 25.02.2020 21:15","11247","14393"
"25.02.2020 21:15 - 25.02.2020 21:30","11157","14234"
"25.02.2020 21:30 - 25.02.2020 21:45","11010","14046"
"25.02.2020 21:45 - 25.02.2020 22:00","10828","13837"
"25.02.2020 22:00 - 25.02.2020 22:15","10685","13597"
"25.02.2020 22:15 - 25.02.2020 22:30","10493","13428"
"25.02.2020 22:30 - 25.02.2020 22:45","10283","13192"
"25.02.2020 22:45 - 25.02.2020 23:00","10059","12956"
"25.02.2020 23:00 - 25.02.2020 23:15","9916","12855"
"25.02.2020 23:15 - 25.02.2020 23:30","9823","12675"
"25.02.2020 23:30 - 25.02.2020 23:45","9676","12468"
"25.02.2020 23:45 - 26.02.2020 00:00","9540","12278"
"26.02.2020 00:00 - 26.02.2020 00:15","9850","12112"
"26.02.2020 00:15 - 26.02.2020 00:30","9835","11948"
"26.02.2020 00:30 - 26.02.2020 00:45","9795","11885"
"26.02.2020 00:45 - 26.02.2020 01:00","9724","11753"
"26.02.2020 01:00 - 26.02.2020 01:15","9653","11679"
"26.02.2020 01:15 - 26.02.2020 01:30","9591","11639"
"26.02.2020 01:30 - 26.02.2020 01:45","9527","11569"
"26.02.2020 01:45 - 26.02.2020 02:00","9444","11506"
"26.02.2020 02:00 - 26.02.2020 02:15","9422","11444"
"26.02.2020 02:15 - 26.02.2020 02:30","9406","11425"
"26.02.2020 02:30 - 26.02.2020 02:45","9370","11382"
"26.02.2020 02:45 - 26.02.2020 03:00","9344","11406"
"26.02.2020 03:00 - 26.02.2020 03:15","9335","11399"
"26.02.2020 03:15 - 26.02.2020 03:30","9314","11385"
"26.02.2020 03:30 - 26.02.2020 03:45","9300","11374"
"26.02.2020 03:45 - 26.02.2020 04:00","9278","11400"
"26.02.2020 04:00 - 26.02.2020 04:15","9305","11415"
"26.02.2020 04:15 - 26.02.2020 04:30","9339","11464"
"26.02.2020 04:30 - 26.02.2020 04:45","9364","11451"
"26.02.2020 04:45 - 26.02.2020 05:00","9413","11524"
"26.02.2020 05:00 - 26.02.2020 05:15","9501","11635"
"26.02.2020 05:15 - 26.02.2020 05:30","9609","11780"
"26.02.2020 05:30 - 26.02.2020 05:45","9766","11952"
"26.02.2020 05:45 - 26.02.2020 06:00","9945","12176"
"26.02.2020 06:00 - 26.02.2020 06:15","10288","12623"
"26.02.2020 06:15 - 26.02.2020 06:30","10702","13045"
"26.02.2020 06:30 - 26.02.2020 06:45","11091","13353"
"26.02.2020 06:45 - 26.02.2020 07:00","11453","13754"
"26.02.2020 07:00 - 26.02.2020 07:15","11936","14278"
"26.02.2020 07:15 - 26.02.2020 07:30","12461","14603"
"26.02.2020 07:30 - 26.02.2020 07:45","12910","14860"
"26.02.2020 07:45 - 26.02.2020 08:00","13219","15120"
"26.02.2020 08:00 - 26.02.2020 08:15","13466","15353"
"26.02.2020 08:15 - 26.02.2020 08:30","13624","15666"
"26.02.2020 08:30 - 26.02.2020 08:45","13710","15866"
"26.02.2020 08:45 - 26.02.2020 09:00","13782","15974"
"26.02.2020 09:00 - 26.02.2020 09:15","13802","16049"
"26.02.2020 09:15 - 26.02.2020 09:30","13727","16023"
"26.02.2020 09:30 - 26.02.2020 09:45","13604","16006"
"26.02.2020 09:45 - 26.02.2020 10:00","13471","15973"
"26.02.2020 10:00 - 26.02.2020 10:15","13334","15788"
"26.02.2020 10:15 - 26.02.2020 10:30","13134","15540"
"26.02.2020 10:30 - 26.02.2020 10:45","13022","15485"
